experimento,período,carga,apps,feature,método,nmae,função
3,256,FlashcrowdLoad,BothApps,DispFrames,RT,0.06768657755499861,raw
3,256,FlashcrowdLoad,BothApps,DispFrames,RF,0.06212681588229833,raw
2,4,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.09833856342661562,média
2,4,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.09235081106526734,média
2,4,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09952483099391174,máximo
2,4,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09116238159633276,máximo
2,4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.0894775112533635,mínimo
2,4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08923595669834578,mínimo
1,4,FlashcrowdLoad,BothApps,DispFrames,RT,0.08491880053528576,raw
1,4,FlashcrowdLoad,BothApps,DispFrames,RF,0.08182249143908109,raw
2,2,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.06842596723390787,média
2,2,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.07178590674890696,média
2,2,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.06838363756775165,máximo
2,2,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.07064285268456795,máximo
2,2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.06586495532471433,mínimo
2,2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.07020791655637161,mínimo
1,2,FlashcrowdLoad,BothApps,DispFrames,RT,0.07231304788346374,raw
1,2,FlashcrowdLoad,BothApps,DispFrames,RF,0.07240013938919897,raw
3,256,PeriodicLoad,BothApps,DispFrames,RT,0.09318817002461104,raw
3,256,PeriodicLoad,BothApps,DispFrames,RF,0.07460613022729061,raw
2,256,média,PeriodicLoad,BothApps,DispFrames,RT,0.06313352521586785,média
2,256,média,PeriodicLoad,BothApps,DispFrames,RF,0.07177041743316992,média
2,256,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.06943457414055644,máximo
2,256,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.06974185631363315,máximo
2,256,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.07536594111800853,mínimo
2,256,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.07983987082307557,mínimo
1,256,PeriodicLoad,BothApps,DispFrames,RT,0.08920247478599881,raw
1,256,PeriodicLoad,BothApps,DispFrames,RF,0.0731540505854007,raw
3,128,PeriodicLoad,BothApps,DispFrames,RT,0.10283167644827725,raw
3,128,PeriodicLoad,BothApps,DispFrames,RF,0.09518392921307943,raw
2,128,média,PeriodicLoad,BothApps,DispFrames,RT,0.14586078173034694,média
2,128,média,PeriodicLoad,BothApps,DispFrames,RF,0.11206053452841991,média
2,128,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.0967830478700044,máximo
2,128,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.09789682896155227,máximo
2,128,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.09700263504611333,mínimo
2,128,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.10578312771988661,mínimo
1,128,PeriodicLoad,BothApps,DispFrames,RT,0.12338194025740083,raw
1,128,PeriodicLoad,BothApps,DispFrames,RF,0.09805942417708569,raw
3,64,PeriodicLoad,BothApps,DispFrames,RT,0.05910032441963115,raw
3,64,PeriodicLoad,BothApps,DispFrames,RF,0.05825465067378016,raw
2,64,média,PeriodicLoad,BothApps,DispFrames,RT,0.09891386225328273,média
2,64,média,PeriodicLoad,BothApps,DispFrames,RF,0.08395870998318859,média
2,64,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.09086831856398757,máximo
2,64,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.07333551988658477,máximo
2,64,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.09534316147891782,mínimo
2,64,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.08965395485144305,mínimo
1,64,PeriodicLoad,BothApps,DispFrames,RT,0.1478773057769532,raw
1,64,PeriodicLoad,BothApps,DispFrames,RF,0.1065254208241657,raw
3,32,PeriodicLoad,BothApps,DispFrames,RT,0.0818439249634859,raw
3,32,PeriodicLoad,BothApps,DispFrames,RF,0.0840922744323407,raw
2,32,média,PeriodicLoad,BothApps,DispFrames,RT,0.08769664374391432,média
2,32,média,PeriodicLoad,BothApps,DispFrames,RF,0.09159870719311236,média
2,32,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.10035582248052581,máximo
2,32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.0885612232736936,máximo
2,32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.09063584012901656,mínimo
2,32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.08840540170179462,mínimo
1,32,PeriodicLoad,BothApps,DispFrames,RT,0.131329492849342,raw
1,32,PeriodicLoad,BothApps,DispFrames,RF,0.1264348849418323,raw
3,16,PeriodicLoad,BothApps,DispFrames,RT,0.12776601398618165,raw
3,16,PeriodicLoad,BothApps,DispFrames,RF,0.10868842333404634,raw
2,16,média,PeriodicLoad,BothApps,DispFrames,RT,0.12790296034130824,média
2,16,média,PeriodicLoad,BothApps,DispFrames,RF,0.10502118022503944,média
2,16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.12313225277577784,máximo
2,16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.10492778369570603,máximo
2,16,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.12309864987679542,mínimo
2,16,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.10979554584916847,mínimo
1,16,PeriodicLoad,BothApps,DispFrames,RT,0.14364552235320582,raw
1,16,PeriodicLoad,BothApps,DispFrames,RF,0.1210855418342796,raw
3,8,PeriodicLoad,BothApps,DispFrames,RT,0.11058635759505175,raw
3,8,PeriodicLoad,BothApps,DispFrames,RF,0.10793916233632266,raw
2,8,média,PeriodicLoad,BothApps,DispFrames,RT,0.11375990606946536,média
2,8,média,PeriodicLoad,BothApps,DispFrames,RF,0.10821075150451066,média
2,8,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1220425616910664,máximo
2,8,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.11517798041033511,máximo
2,8,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1349073864901281,mínimo
2,8,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.11462468852992193,mínimo
1,8,PeriodicLoad,BothApps,DispFrames,RT,0.12173043686626656,raw
1,8,PeriodicLoad,BothApps,DispFrames,RF,0.11609076614892451,raw
2,4,média,PeriodicLoad,BothApps,DispFrames,RT,0.11973526627396008,média
2,4,média,PeriodicLoad,BothApps,DispFrames,RF,0.10908029003458841,média
2,4,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.12790797155953312,máximo
2,4,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.10983272857483488,máximo
2,4,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.11164037576666652,mínimo
2,4,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.10461787666181223,mínimo
1,4,PeriodicLoad,BothApps,DispFrames,RT,0.11335478673369499,raw
1,4,PeriodicLoad,BothApps,DispFrames,RF,0.10481499134042681,raw
2,2,média,PeriodicLoad,BothApps,DispFrames,RT,0.11305220000435799,média
2,2,média,PeriodicLoad,BothApps,DispFrames,RF,0.10307261117839422,média
2,2,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.10611900971909578,máximo
2,2,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.10082571383099426,máximo
2,2,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.10973827569316617,mínimo
2,2,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.10114684458444195,mínimo
1,2,PeriodicLoad,BothApps,DispFrames,RT,0.10037624945415118,raw
1,2,PeriodicLoad,BothApps,DispFrames,RF,0.0963436767923443,raw
3,256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06680235302584814,raw
3,256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07483031678731204,raw
2,256,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0731717797774405,média
2,256,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08972914707164187,média
2,256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09388741066256291,máximo
2,256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08623401792734557,máximo
2,256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12332789317821484,mínimo
2,256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08974958646118732,mínimo
1,256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06562271840639881,raw
1,256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0821540228165414,raw
3,128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10306485067374498,raw
3,128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08010760096504842,raw
2,128,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.07513453142451011,média
2,128,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09472370895764133,média
2,128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09575156288528204,máximo
2,128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08689417344763066,máximo
2,128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1406872343820257,mínimo
2,128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11013883449612966,mínimo
1,128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06657144776542269,raw
1,128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07301551834424262,raw
3,64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09640816732816171,raw
3,64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07086792214951514,raw
2,64,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06736805198065954,média
2,64,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07600540643957523,média
2,64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10807208178916396,máximo
2,64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07993165149590156,máximo
2,64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06813104807408744,mínimo
2,64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07849833134377215,mínimo
1,64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11014254928233196,raw
1,64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09837913096560602,raw
3,32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08698888386895649,raw
3,32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07438604466716002,raw
2,32,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06704365658331607,média
2,32,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07325729396276004,média
2,32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08192028687776416,máximo
2,32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07376175363151405,máximo
2,32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.05907287016586574,mínimo
2,32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07089117030525662,mínimo
1,32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08023045888564741,raw
1,32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0842086388912323,raw
3,16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08899976877457416,raw
3,16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07894286806541688,raw
2,16,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08919410015692204,média
2,16,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08002137239171393,média
2,16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08834451741795846,máximo
2,16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07954213980684259,máximo
2,16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08232391704662728,mínimo
2,16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07860087656130586,mínimo
1,16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0768802934873337,raw
1,16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07685756405423054,raw
3,8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08934700069045165,raw
3,8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08331034321155308,raw
2,8,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09842907239547949,média
2,8,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08488185958092348,média
2,8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10788043499475224,máximo
2,8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08772036051234859,máximo
2,8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0962915974215832,mínimo
2,8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0896823935781668,mínimo
1,8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0913242339946515,raw
1,8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07999025076297521,raw
2,4,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08738458009537686,média
2,4,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0814153004209862,média
2,4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08689130625408563,máximo
2,4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08362292893115901,máximo
2,4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09093017964051997,mínimo
2,4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08360284149055257,mínimo
1,4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08866343623340593,raw
1,4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08149475925356635,raw
2,2,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08237336720683912,média
2,2,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07598394344930365,média
2,2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08092990940630096,máximo
2,2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07722069312783379,máximo
2,2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08200814647113655,mínimo
2,2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07652650883094454,mínimo
1,2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0853506282542218,raw
1,2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07806132422619422,raw
3,256,PeriodicLoad,SingleApp,DispFrames,RT,0.021052282505162084,raw
3,256,PeriodicLoad,SingleApp,DispFrames,RF,0.021262544850841128,raw
2,256,média,PeriodicLoad,SingleApp,DispFrames,RT,0.02387584782872741,média
2,256,média,PeriodicLoad,SingleApp,DispFrames,RF,0.02572911139665066,média
2,256,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.020060219013098592,máximo
2,256,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.021153246840419613,máximo
2,256,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.022044345997225576,mínimo
2,256,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.027890355475434003,mínimo
1,256,PeriodicLoad,SingleApp,DispFrames,RT,0.02795698924731183,raw
1,256,PeriodicLoad,SingleApp,DispFrames,RF,0.03376056067588326,raw
3,128,PeriodicLoad,SingleApp,DispFrames,RT,0.0770688007479051,raw
3,128,PeriodicLoad,SingleApp,DispFrames,RF,0.06556447345037592,raw
2,128,média,PeriodicLoad,SingleApp,DispFrames,RT,0.08803677310569517,média
2,128,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07196248289578823,média
2,128,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.050348485182173795,máximo
2,128,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.061318305997777156,máximo
2,128,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11687161803848228,mínimo
2,128,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09732148816559087,mínimo
1,128,PeriodicLoad,SingleApp,DispFrames,RT,0.012487992315081653,raw
1,128,PeriodicLoad,SingleApp,DispFrames,RF,0.01727772996940264,raw
3,64,PeriodicLoad,SingleApp,DispFrames,RT,0.07202363221129977,raw
3,64,PeriodicLoad,SingleApp,DispFrames,RF,0.06437825919198797,raw
2,64,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10949522997110128,média
2,64,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08555732115830418,média
2,64,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08429963815352555,máximo
2,64,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07248788821230735,máximo
2,64,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.1074791383772617,mínimo
2,64,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.08646744853961119,mínimo
1,64,PeriodicLoad,SingleApp,DispFrames,RT,0.03952033303339839,raw
1,64,PeriodicLoad,SingleApp,DispFrames,RF,0.0424085017327776,raw
3,32,PeriodicLoad,SingleApp,DispFrames,RT,0.09505090357287964,raw
3,32,PeriodicLoad,SingleApp,DispFrames,RF,0.08588202615064906,raw
2,32,média,PeriodicLoad,SingleApp,DispFrames,RT,0.08803299116281449,média
2,32,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08460286096959913,média
2,32,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08644356139501778,máximo
2,32,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.08699282459610379,máximo
2,32,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09496184260590629,mínimo
2,32,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.08481007952010676,mínimo
1,32,PeriodicLoad,SingleApp,DispFrames,RT,0.046069648252134464,raw
1,32,PeriodicLoad,SingleApp,DispFrames,RF,0.04958158669533506,raw
3,16,PeriodicLoad,SingleApp,DispFrames,RT,0.0870426367406949,raw
3,16,PeriodicLoad,SingleApp,DispFrames,RF,0.08400986075191864,raw
2,16,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09726637173776424,média
2,16,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08709442083372448,média
2,16,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08726988718040692,máximo
2,16,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.08253988593276838,máximo
2,16,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09209415390350661,mínimo
2,16,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.08302431709537338,mínimo
1,16,PeriodicLoad,SingleApp,DispFrames,RT,0.06718344944708082,raw
1,16,PeriodicLoad,SingleApp,DispFrames,RF,0.05778112221072292,raw
3,8,PeriodicLoad,SingleApp,DispFrames,RT,0.0840450691424649,raw
3,8,PeriodicLoad,SingleApp,DispFrames,RF,0.07607984880939571,raw
2,8,média,PeriodicLoad,SingleApp,DispFrames,RT,0.0756276931395125,média
2,8,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07581461378520689,média
2,8,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.07909117819512412,máximo
2,8,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07644384933905843,máximo
2,8,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.08277651904270127,mínimo
2,8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.07813506846227114,mínimo
1,8,PeriodicLoad,SingleApp,DispFrames,RT,0.07181227250985252,raw
1,8,PeriodicLoad,SingleApp,DispFrames,RF,0.06582867532015355,raw
2,4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.08605221024477676,média
2,4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07798715029333501,média
2,4,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08312234680332074,máximo
2,4,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07578261055893709,máximo
2,4,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.0819990433853298,mínimo
2,4,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.07421163949729494,mínimo
1,4,PeriodicLoad,SingleApp,DispFrames,RT,0.07337250813751921,raw
1,4,PeriodicLoad,SingleApp,DispFrames,RF,0.07175687022015696,raw
2,2,média,PeriodicLoad,SingleApp,DispFrames,RT,0.07571456292189226,média
2,2,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07063221231361612,média
2,2,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.07449123864368495,máximo
2,2,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07035450818852328,máximo
2,2,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.07183649192212443,mínimo
2,2,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.06966457247570346,mínimo
1,2,PeriodicLoad,SingleApp,DispFrames,RT,0.07637203499826141,raw
1,2,PeriodicLoad,SingleApp,DispFrames,RF,0.06904143962440491,raw
