período,carga,apps,feature,método,switch,nmae,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07261258445700045,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC3,0.07426615221396507,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07450430061479936,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC3,0.07202067860182594,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07242935012140982,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC3,0.07326568404510976,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07278017867136467,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC3,0.07114512889856138,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07110603213150285,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC3,0.0751645517810044,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC3,0.07461333178621912,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07199849380291264,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07206244213477703,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07462701191910065,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07465122990139157,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07291644331885602,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07299335961924482,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07354346303913764,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07403173701418059,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07521486075971165,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07523641051832995,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.06725207186703495,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.06705376816074177,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.06699922468303607,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.06731850274423848,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWC4,0.07504738892269597,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWC4,0.07432232506357533,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.07324374058469602,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.0646593932215641,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.07216247149603065,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.06413756714638427,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.07956982110871146,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.06963799476891568,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.08036133146531546,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.07084948773349874,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.07751748301744643,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.07278949885461315,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.07201107889204564,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.06372430133584543,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.06593639827021,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.06221259402162439,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA1,0.06344155938604723,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA1,0.058770647892145186,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.09318110746286602,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08282162412511392,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.09268176467128902,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08415425104230281,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.08935080654095251,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08083040510071653,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.09094848072365137,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08411194985516827,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.08873568980692204,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.07928992156903009,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.08917352162783762,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08080181624611352,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.09570255896768431,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.08617086601382366,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA2,0.08277740768964201,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA2,0.07680018843778119,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07368572314226834,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.07366063033789874,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07460216093686613,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.0744770795209581,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07209724497219773,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.07202172329261869,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07261207418612889,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.07273230418170097,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07288064723043539,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.07281881699541194,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.0674562111140992,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.06709952858842443,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.06613386251946353,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.06589155838609508,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA3,0.07696865836271524,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA3,0.0768471608342609,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07122268427606912,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.0712803114133371,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07307431649414103,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07305992759489971,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07199157909586991,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07173068483609554,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07591463752913394,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07589452966029635,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07287143836545797,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.0719990317228176,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07186104989961462,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07170585468487001,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07072084289767964,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07025073904132154,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA4,0.07538920871158833,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA4,0.07530668099267371,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.06922894330905763,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06087089985645808,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.07064897733737781,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06191550214462467,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.06838924682497781,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.060637188765872874,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.07592768593528927,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06583197230205357,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.06701347541220648,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06089989290004659,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.0684346452963905,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06117676942121968,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.07332173604080539,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06152429192309676,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA5,0.07188503731152947,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA5,0.06118782656032873,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07275645035301119,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.07265835328520334,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.071554778530907,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.07149145670466472,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07074008131709002,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.07072042065266335,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07293572693143248,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.07314303785953569,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.06868711817714972,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.06870944694529153,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07406538832934617,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.07420973916000398,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07011990271304047,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.06957536820414026,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWA6,0.07931392881423562,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWA6,0.08001587550401641,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07593374017099783,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.06734284377388708,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07577620230822459,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.06750431300004041,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07694550109422381,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.06892330070509489,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07895067182043432,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.07159382766448441,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07547492777992898,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.07195121109582905,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07126668987475111,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.06300849943664279,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.08664640644174776,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.07328415060938576,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB1,0.07501664175005492,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB1,0.06904043285150786,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.09312347265563052,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.08253320956815133,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.09194458635683336,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.08281447245458799,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.09123010562422716,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.0817655503795723,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.10090365422008961,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.0878798682441719,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.09033276590879044,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.08202532272344865,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.08547932222833081,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.07671222300373381,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.10582630819459128,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.09506297515670054,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB2,0.07885260102286576,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB2,0.07482982783259695,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.0752180587814226,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.06725143345572383,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.07585458539811767,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.06814376807215318,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.07817666241057591,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.0694741106238522,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.08242591494338053,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.07164419792833553,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.07999647206954207,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.07183271474323859,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.06920771018343848,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.06198796074081626,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.07628552217293784,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.06896019620549575,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB3,0.0724093094903008,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB3,0.06710903524136008,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.09058934907039619,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08134032966435628,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.0911373951221334,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08305850949959943,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.1000270089886324,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08804499443717448,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.09592359463124502,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08429578235746894,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.10063276427863298,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08865886684375633,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.08439460858726351,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.07904968193192867,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.08744341600222527,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.07997006379995644,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,SWB4,0.09100494427642994,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,SWB4,0.08017244218793056,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.07372658958960743,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.06485712120653013,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.07545086560211714,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.06678850074833545,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.07151119684406587,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.0633722623270533,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.0778135957550153,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.06716075596525449,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.08367208655171508,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.07157678371140258,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.09203677928200127,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.07458909731855907,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.09178619978767029,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.07755057571435116,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC1,0.07348420949153245,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC1,0.06504710936684999,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06893722631813305,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.06893930322974554,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06897786165666955,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.06896298268668025,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06948493579577843,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.0695323830682678,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.07094699965903793,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.0709158069917115,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06895995358413487,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.06894242174964091,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.07336825908514029,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.07378287644034025,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06758985184861653,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.06788243481693461,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC2,0.06432984403584585,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC2,0.0643997372515836,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.06845248259607442,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.06839990667522113,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.07052554610104284,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.07068285098797764,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.06903574015259337,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.06884071563521132,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.07002987912196537,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.0699937533264969,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.06926005288571997,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.06914849769193597,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.06976924439452147,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.07017887465039752,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.0704295635283333,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.07021995675923784,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC3,0.07344488457174711,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC3,0.07341401487510849,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06862170609987395,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.06859467977189836,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06878291595161969,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.06876245410462598,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06862175470274097,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.06852828814805623,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06932436071772674,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.0693263407252621,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06750230640107839,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.06744812603984922,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06659006699441576,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.06661779027698683,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.07032291958603,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.07036807998028746,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWC4,0.06669880722281243,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWC4,0.0677158964679924,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.07139569738287255,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.06309124239298501,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.0685513426974549,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.06014615669701109,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.07533449865027052,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.06558930710653087,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.07340711456624816,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.06374346624633852,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.07510086630765035,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.0662984413471615,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.07540908212613777,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.06426181421597033,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.06636701552068036,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.05988767746279052,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA1,0.061487202257407836,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA1,0.05685929488855719,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08907504811184158,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07883936515657711,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08856969916532562,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07910412990452527,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08711454220316002,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07782411503124187,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08618001112381096,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07765167289291716,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08767519735799753,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07726172042507459,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.0876497875406955,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07916404374138623,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.09919557043816182,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.08728415198429222,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA2,0.08216529452989275,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA2,0.07689226343602387,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06766640998961858,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.06774656303774869,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06811422210072325,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.0681731030981652,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06958597352849208,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.06955437964672015,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.0685634727048429,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.06843363161861324,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06832871644540515,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.0683895374768469,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06728542406305231,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.06763924723797984,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.06801294638166236,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.06820540121333006,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA3,0.07959924772811951,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA3,0.08028215457873432,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.06885301298532058,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.0688705857017833,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.06859247064426188,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.0686515263541407,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.07110858556770495,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.07110428611134961,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.06986517130799794,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.06982025817789286,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.06899257913240044,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.0688689652165484,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.07031622626511068,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.0706394066542262,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.0669026062590303,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.06739037724050992,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA4,0.06486892325924294,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA4,0.0649265747440186,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA5,0.06623753454546155,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA5,0.05923576513531521,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA5,0.06810164024711532,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,SWA5,0.06045362240091531,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,SWA5,0.06470923810917058,
