período,função,carga,apps,feature,método,nmae
64,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.12178618147223214,
32,média,PeriodicLoad,BothApps,DispFrames,RT,0.16219667943805877,
32,média,PeriodicLoad,BothApps,DispFrames,RF,0.1570805205862677,
32,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1598248494800219,
32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.1487593504834884,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1552636380222587,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.15345891868880376,
16,média,PeriodicLoad,BothApps,DispFrames,RT,0.14327140915269596,
16,média,PeriodicLoad,BothApps,DispFrames,RF,0.13897598550067963,
16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.14236520163117353,
16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13969188944268238,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.14454009968282736,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13666666666666666,
8,média,PeriodicLoad,BothApps,DispFrames,RT,0.12471215062988214,
8,média,PeriodicLoad,BothApps,DispFrames,RF,0.1266217395885071,
8,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.11870682259448231,
8,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.12607689529055854,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.12200298008759651,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.12627632034436564,
4,média,PeriodicLoad,BothApps,DispFrames,RT,0.09024741989273966,
4,média,PeriodicLoad,BothApps,DispFrames,RF,0.1016470248020791,
4,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.08981927982333589,
4,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.10274704433127525,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.09279372662129884,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.10380011867742275,
2,média,PeriodicLoad,BothApps,DispFrames,RT,0.05725830960233221,
2,média,PeriodicLoad,BothApps,DispFrames,RF,0.08181877019011063,
2,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.05578379838591673,
2,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.07700672347099191,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.05811375122406943,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.08245509869470113,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15524625267665954,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.14502141327623125,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.21413276231263384,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.16608672376873662,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15738758029978586,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.14400428265524626,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1986607142857143,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1909319196428572,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.19587053571428573,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.18213355654761906,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.16908482142857145,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.18082682291666669,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13858695652173914,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13099411231884056,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13152173913043477,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13534873188405797,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12880434782608696,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.14375226449275363,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10068983815335632,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10713827717343237,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11541522950384717,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1046243477491819,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09365879543645529,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10030622623153798,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10233918128654969,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09752126528442316,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10014619883040934,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09714192362218677,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10453216374269006,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09876838561049087,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08184934926605199,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.085554039210465,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0804180674366741,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0866247267805035,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08351363046300303,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08585028126352227,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.058653625233859585,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07052124703230818,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.059654708372993734,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.06979518823645255,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.05819411166179801,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07043030163783766,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.04369060627131552,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.06268466551880181,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.04330982417800735,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0630197813538183,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.04464256150458594,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.06280766089423087,
256,média,PeriodicLoad,SingleApp,DispFrames,RT,0.07563025210084033,
256,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07641806722689075,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.06512605042016807,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07897408963585434,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.06512605042016807,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.07725840336134451,
128,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10015408320493066,
128,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08129173086800204,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.09964047252182845,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.08583290532443073,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.07139188495120698,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.08742081835302173,
64,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10332294911734163,
64,média,PeriodicLoad,SingleApp,DispFrames,RF,0.1013975424022153,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10332294911734163,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10065766701280719,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10072689511941847,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.1018778123918311,
32,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09664464308848296,
32,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09252385887636566,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08446689985749449,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09155978753724575,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.0944422852701127,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09312842768925163,
16,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10167837626854019,
16,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09562136785497438,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10668748373666405,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09813405325700407,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10428051001821494,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09804677335415038,
8,média,PeriodicLoad,SingleApp,DispFrames,RT,0.08380122620200064,
8,média,PeriodicLoad,SingleApp,DispFrames,RF,0.0842943960417339,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08573733462407228,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.08668817898246745,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.08183284930622782,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.08626008389803162,
4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.06031699680407521,
4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.06952839830632208,
