período,função,carga,apps,feature,método,nmae
128,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.17994703628577866,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.21162947937795806,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.18870858688302908,
64,média,PeriodicLoad,BothApps,DispFrames,RT,0.14345718901453958,
64,média,PeriodicLoad,BothApps,DispFrames,RF,0.12874798061389336,
64,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.15250403877221322,
64,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13555465805061928,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1221324717285945,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13221055465805062,
32,média,PeriodicLoad,BothApps,DispFrames,RT,0.13814005423512524,
32,média,PeriodicLoad,BothApps,DispFrames,RF,0.1315095443186048,
32,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.14914659435316638,
32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.1324706226405062,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.13383314723241346,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1321728611687138,
16,média,PeriodicLoad,BothApps,DispFrames,RT,0.14512434554973822,
16,média,PeriodicLoad,BothApps,DispFrames,RF,0.14122150414485168,
16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1479875654450262,
16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.1443410503926702,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.16418520942408377,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.14133944153577663,
8,média,PeriodicLoad,BothApps,DispFrames,RT,0.17007803243861583,
8,média,PeriodicLoad,BothApps,DispFrames,RF,0.1509914068989936,
8,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.16386812109327123,
8,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.15163861311979954,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1589247048249377,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.15136012038512345,
4,média,PeriodicLoad,BothApps,DispFrames,RT,0.15259208317320336,
4,média,PeriodicLoad,BothApps,DispFrames,RF,0.14123060741519855,
4,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1452092477598657,
4,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13886236911480138,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.15327979934869235,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13949901225078717,
2,média,PeriodicLoad,BothApps,DispFrames,RT,0.14345512593118126,
2,média,PeriodicLoad,BothApps,DispFrames,RF,0.13299878376323923,
2,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.13393807327826482,
2,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.1253351407962972,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.14176252977246234,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13418191185661918,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12596899224806202,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13036983204134364,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.125,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12244024547803617,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1434108527131783,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1497173772609819,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15833333333333333,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11366013071895426,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1416666666666667,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13636029411764705,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1073529411764706,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1182516339869281,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10823025689819221,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10304273707580082,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10347288296860133,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10985172851252774,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1103710751665081,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10821836346336822,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12425683709869202,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11171224732461356,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13650416171224733,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11887633769322234,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10107015457788346,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10321343638525565,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12064965197215778,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11299353520931248,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1196382890118389,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11085975766950246,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11255874828960676,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10968826224046642,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11926578211459511,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10569777473671685,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1106681739751294,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10679677118660874,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11944427916939371,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10634309117232899,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11181509905407819,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10351572570250067,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11081860907846987,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10529924445237672,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11349574632637278,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10636043191147601,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11224939331715511,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10382104411673199,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11242113123016613,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10444745193205152,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11157737539667723,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10407093522493933,
256,média,PeriodicLoad,SingleApp,DispFrames,RT,0.11878453038674033,
256,média,PeriodicLoad,SingleApp,DispFrames,RF,0.11087323511356661,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.11970534069981584,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.11421884591774094,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09116022099447514,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10134284837323511,
128,média,PeriodicLoad,SingleApp,DispFrames,RT,0.11419172932330826,
128,média,PeriodicLoad,SingleApp,DispFrames,RF,0.1113800125313283,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.09774436090225563,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.1069392230576441,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.14050751879699247,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.12127976190476189,
64,média,PeriodicLoad,SingleApp,DispFrames,RT,0.1209753787878788,
64,média,PeriodicLoad,SingleApp,DispFrames,RF,0.10230429292929294,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10913825757575757,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10154277146464645,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.12192234848484848,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10624802714646463,
32,média,PeriodicLoad,SingleApp,DispFrames,RT,0.12236237180242839,
32,média,PeriodicLoad,SingleApp,DispFrames,RF,0.11045915360132029,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.12448426264293293,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.11313902314432786,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11670399622774963,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.1066564501552124,
16,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10484851995597522,
16,média,PeriodicLoad,SingleApp,DispFrames,RF,0.10443627025043928,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.11324798702427157,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10462405143949488,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.12043097955164225,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10880785494989283,
8,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09814820232279203,
8,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09931471784220226,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10341397770821754,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10059776302060477,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11330193370973876,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10653321826638973,
4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10461322369672406,
4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09816329417043419,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10328178266785666,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0984799381587097,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11064128637687096,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.1009087206948854,
2,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09915859683433917,
2,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09486236891843568,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10082242963373786,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0946530519412599,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09394817306780119,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09176031807423515,
