k,regression_tree_noAudioPlayed_minimal_univariate_nmae,regression_tree_noAudioPlayed_minimal_univariate_training_time,random_forest_noAudioPlayed_minimal_univariate_nmae,random_forest_noAudioPlayed_minimal_univariate_training_time,
7,0.12,0.0008535385131835938, 0.12665281385281382,0.0008535385131835938,
8,0.12,0.0009739398956298828, 0.12665281385281382,0.0009739398956298828,
8,0.12,0.0007693767547607422, 0.12665281385281382,0.0007693767547607422,
8,0.12,0.0008044242858886719, 0.12665281385281382,0.0008044242858886719,
12,0.1309090909090909,0.0008559226989746094, 0.13110861604725244,0.0008559226989746094,
10,0.1309090909090909,0.000926971435546875, 0.13265467865467867,0.000926971435546875,
5,0.12,0.0008051395416259766, 0.12665281385281382,0.0008051395416259766,
9,0.1309090909090909,0.0009315013885498047, 0.13272976518431062,0.0009315013885498047,
8,0.12,0.0008246898651123047, 0.12665281385281382,0.0008246898651123047,
9,0.1309090909090909,0.0009043216705322266, 0.13272976518431062,0.0009043216705322266,
9,0.1309090909090909,0.0009860992431640625, 0.13272976518431062,0.0009860992431640625,
13,0.1309090909090909,0.0009918212890625, 0.13221405328678057,0.0009918212890625,
6,0.12,0.0010488033294677734, 0.12665281385281382,0.0010488033294677734,
11,0.1309090909090909,0.0008831024169921875, 0.13242609797609797,0.0008831024169921875,
10,0.1309090909090909,0.0006797313690185547, 0.13265467865467867,0.0006797313690185547,
9,0.1309090909090909,0.0008516311645507812, 0.13272976518431062,0.0008516311645507812,
10,0.1309090909090909,0.0009403228759765625, 0.13265467865467867,0.0009403228759765625,
10,0.1309090909090909,0.0009648799896240234, 0.13265467865467867,0.0009648799896240234,
12,0.1309090909090909,0.0008788108825683594, 0.1311086160472524,0.0008788108825683594,
7,0.12,0.0007193088531494141, 0.12665281385281382,0.0007193088531494141,
14,0.1309090909090909,0.0009374618530273438, 0.13168306920352374,0.0009374618530273438,
11,0.1309090909090909,0.0008494853973388672, 0.13242609797609797,0.0008494853973388672,
10,0.1309090909090909,0.0010213851928710938, 0.13265467865467867,0.0010213851928710938,
11,0.1309090909090909,0.0009162425994873047, 0.13242609797609797,0.0009162425994873047,
11,0.1309090909090909,0.0009398460388183594, 0.13242609797609797,0.0009398460388183594,
8,0.12,0.0007939338684082031, 0.12665281385281382,0.0007939338684082031,
15,0.1309090909090909,0.00101470947265625, 0.13144178161905434,0.00101470947265625,
13,0.1309090909090909,0.001024007797241211, 0.13221405328678057,0.001024007797241211,
12,0.1309090909090909,0.0009930133819580078, 0.13110861604725244,0.0009930133819580078,
11,0.1309090909090909,0.0008652210235595703, 0.13242609797609797,0.0008652210235595703,
12,0.1309090909090909,0.0008087158203125, 0.13110861604725244,0.0008087158203125,
12,0.1309090909090909,0.0010521411895751953, 0.13110861604725244,0.0010521411895751953,
9,0.1309090909090909,0.0008804798126220703, 0.13272976518431062,0.0008804798126220703,
14,0.1309090909090909,0.0010807514190673828, 0.13168306920352374,0.0010807514190673828,
16,0.1309090909090909,0.0009140968322753906, 0.13223432123432124,0.0009140968322753906,
13,0.1309090909090909,0.0009870529174804688, 0.13221405328678057,0.0009870529174804688,
12,0.1309090909090909,0.0007295608520507812, 0.13110861604725244,0.0007295608520507812,
13,0.1309090909090909,0.0008556842803955078, 0.13221405328678057,0.0008556842803955078,
13,0.1309090909090909,0.0008699893951416016, 0.13221405328678057,0.0008699893951416016,
10,0.1309090909090909,0.0008032321929931641, 0.13265467865467867,0.0008032321929931641,
15,0.1309090909090909,0.0009953975677490234, 0.13144178161905434,0.0009953975677490234,
13,0.1309090909090909,0.0010480880737304688, 0.13221405328678057,0.0010480880737304688,
14,0.1309090909090909,0.0009732246398925781, 0.13168306920352377,0.0009732246398925781,
14,0.1309090909090909,0.0010640621185302734, 0.13168306920352374,0.0010640621185302734,
14,0.1309090909090909,0.0009834766387939453, 0.13168306920352374,0.0009834766387939453,
11,0.1309090909090909,0.0009875297546386719, 0.13242609797609797,0.0009875297546386719,
16,0.1309090909090909,0.0008451938629150391, 0.13223432123432124,0.0008451938629150391,
14,0.1309090909090909,0.0007684230804443359, 0.13168306920352374,0.0007684230804443359,
15,0.1309090909090909,0.0010809898376464844, 0.13144178161905434,0.0010809898376464844,
15,0.1309090909090909,0.0009253025054931641, 0.13144178161905434,0.0009253025054931641,
15,0.1309090909090909,0.0008530616760253906, 0.13144178161905434,0.0008530616760253906,
12,0.1309090909090909,0.0007944107055664062, 0.13110861604725244,0.0007944107055664062,
15,0.1309090909090909,0.0008065700531005859, 0.13144178161905434,0.0008065700531005859,
16,0.1309090909090909,0.0007340908050537109, 0.13223432123432124,0.0007340908050537109,
16,0.1309090909090909,0.0010013580322265625, 0.13223432123432124,0.0010013580322265625,
16,0.1309090909090909,0.0011439323425292969, 0.13223432123432124,0.0011439323425292969,
13,0.1309090909090909,0.0011601448059082031, 0.13221405328678057,0.0011601448059082031,
16,0.1309090909090909,0.0008912086486816406, 0.13223432123432124,0.0008912086486816406,
14,0.1309090909090909,0.0008633136749267578, 0.13168306920352374,0.0008633136749267578,
15,0.1309090909090909,0.0008101463317871094, 0.13144178161905434,0.0008101463317871094,
16,0.1309090909090909,0.001119375228881836, 0.13223432123432124,0.001119375228881836,
