switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWB2,0.14327272727272725,0.0009002685546875,0.13805310245310246,0.0009002685546875,
SWA3,0.12311688311688312,0.0008003711700439453,0.12435497835497833,0.0008003711700439453,
SWA6,0.12311688311688312,0.0007135868072509766,0.12435497835497833,0.0007135868072509766,
SWC4,0.1233566433566434,0.0009906291961669922,0.12475369479005859,0.0009906291961669922,
SWA3,0.12311688311688312,0.0006706714630126953,0.12435497835497833,0.0006706714630126953,
SWA4,0.1233566433566434,0.0009634494781494141,0.12481458945095307,0.0009634494781494141,
SWA4,0.1233566433566434,0.0009899139404296875,0.12481458945095317,0.0009899139404296875,
SWA4,0.1233566433566434,0.0007457733154296875,0.12481458945095317,0.0007457733154296875,
SWB3,0.13818181818181816,0.0007700920104980469,0.12999999999999998,0.0007700920104980469,
SWB1,0.10545454545454544,0.001100301742553711,0.11063636363636362,0.001100301742553711,
SWA1,0.12,0.0008940696716308594,0.11239393939393938,0.0008940696716308594,
SWA4,0.1233566433566434,0.0008413791656494141,0.12481458945095317,0.0008413791656494141,
SWA5,0.13818181818181816,0.0007879734039306641,0.13415151515151516,0.0007879734039306641,
SWA5,0.13818181818181816,0.0008013248443603516,0.13415151515151516,0.0008013248443603516,
SWA5,0.13818181818181816,0.0007300376892089844,0.13415151515151516,0.0007300376892089844,
SWB4,0.15636363636363632,0.0009734630584716797,0.12712917267917284,0.0009734630584716797,
SWB2,0.14327272727272725,0.0008361339569091797,0.13805310245310246,0.0008361339569091797,
SWA2,0.1505454545454545,0.000995635986328125,0.13787128427128428,0.000995635986328125,
SWA5,0.13818181818181816,0.0011515617370605469,0.13415151515151516,0.0011515617370605469,
SWA6,0.12311688311688312,0.0007567405700683594,0.12435497835497833,0.0007567405700683594,
SWA6,0.12311688311688312,0.0009312629699707031,0.12435497835497833,0.0009312629699707031,
SWA6,0.12311688311688312,0.0007627010345458984,0.12435497835497833,0.0007627010345458984,
SWA3,0.12311688311688312,0.0008504390716552734,0.12435497835497833,0.0008504390716552734,
SWB3,0.13818181818181816,0.0011262893676757812,0.12999999999999998,0.0011262893676757812,
SWA6,0.12311688311688312,0.0008335113525390625,0.12435497835497833,0.0008335113525390625,
SWB1,0.10545454545454544,0.0011372566223144531,0.11063636363636362,0.0011372566223144531,
SWB1,0.10545454545454544,0.0010924339294433594,0.11063636363636362,0.0010924339294433594,
SWB1,0.10545454545454544,0.0009174346923828125,0.11063636363636362,0.0009174346923828125,
SWA4,0.1233566433566434,0.0007548332214355469,0.12481458945095307,0.0007548332214355469,
SWB4,0.15636363636363632,0.0010557174682617188,0.12712917267917284,0.0010557174682617188,
SWB1,0.10545454545454544,0.0007679462432861328,0.11063636363636362,0.0007679462432861328,
SWB2,0.14327272727272725,0.0008771419525146484,0.13805310245310246,0.0008771419525146484,
SWB2,0.14327272727272725,0.0008597373962402344,0.13805310245310237,0.0008597373962402344,
SWB2,0.14327272727272725,0.0008757114410400391,0.13805310245310246,0.0008757114410400391,
SWA5,0.13818181818181816,0.0008726119995117188,0.13415151515151516,0.0008726119995117188,
SWB2,0.14327272727272725,0.00092315673828125,0.13805310245310246,0.00092315673828125,
SWB3,0.13818181818181816,0.000904083251953125,0.12999999999999998,0.000904083251953125,
SWB3,0.13818181818181816,0.0009315013885498047,0.12999999999999998,0.0009315013885498047,
SWB3,0.13818181818181816,0.0009565353393554688,0.12999999999999998,0.0009565353393554688,
SWA6,0.12311688311688312,0.0007448196411132812,0.12435497835497844,0.0007448196411132812,
SWB3,0.13818181818181816,0.0009293556213378906,0.12999999999999998,0.0009293556213378906,
SWB4,0.15636363636363632,0.0008802413940429688,0.12712917267917284,0.0008802413940429688,
SWB4,0.15636363636363632,0.0007257461547851562,0.12712917267917284,0.0007257461547851562,
SWB4,0.15636363636363632,0.0008912086486816406,0.12712917267917284,0.0008912086486816406,
SWB1,0.10545454545454544,0.0008893013000488281,0.11063636363636362,0.0008893013000488281,
SWB4,0.15636363636363632,0.0009622573852539062,0.12712917267917284,0.0009622573852539062,
SWB2,0.14327272727272725,0.000881195068359375,0.13805310245310246,0.000881195068359375,
SWB3,0.13818181818181816,0.000978231430053711,0.12999999999999998,0.000978231430053711,
SWB4,0.15636363636363632,0.0008366107940673828,0.12712917267917284,0.0008366107940673828,
