switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWA5,0.10874665122504533,0.0009534358978271484,0.10583143249830224,0.0009534358978271484,
SWA6,0.10279904724458964,0.0008800029754638672,0.10279904724458964,0.0008800029754638672,
SWB2,0.10677922650467707,0.0008792877197265625,0.10642686316959066,0.0008792877197265625,
SWB3,0.144681450913541,0.0008053779602050781,0.1259628175707409,0.0008053779602050781,
SWA4,0.10279904724458964,0.000926971435546875,0.10279904724458964,0.000926971435546875,
SWA5,0.10874665122504533,0.0009164810180664062,0.10583143249830225,0.0009164810180664062,
SWB1,0.09806484513578563,0.0010352134704589844,0.09968920972941944,0.0010352134704589844,
SWA6,0.10279904724458964,0.0009136199951171875,0.10279904724458964,0.0009136199951171875,
SWB1,0.09806484513578563,0.0008955001831054688,0.09968920972941944,0.0008955001831054688,
SWB3,0.144681450913541,0.0010843276977539062,0.12596281757074085,0.0010843276977539062,
SWB4,0.10538395255294644,0.0009691715240478516,0.10264647255461327,0.0009691715240478516,
SWA6,0.10279904724458964,0.0008625984191894531,0.10279904724458964,0.0008625984191894531,
SWA5,0.10874665122504533,0.0009443759918212891,0.10583143249830221,0.0009443759918212891,
SWB2,0.10677922650467707,0.0009846687316894531,0.10642686316959066,0.0009846687316894531,
SWB1,0.09806484513578563,0.0007984638214111328,0.09968920972941944,0.0007984638214111328,
SWB2,0.10677922650467707,0.0009598731994628906,0.10642686316959069,0.0009598731994628906,
SWB4,0.10538395255294644,0.0008578300476074219,0.1026464725546133,0.0008578300476074219,
SWA6,0.10279904724458964,0.0009171962738037109,0.10279904724458964,0.0009171962738037109,
SWB1,0.09806484513578563,0.0008633136749267578,0.09968920972941947,0.0008633136749267578,
SWB2,0.10677922650467707,0.0009212493896484375,0.10642686316959066,0.0009212493896484375,
SWB3,0.144681450913541,0.0008971691131591797,0.1259628175707409,0.0008971691131591797,
SWB3,0.144681450913541,0.0010075569152832031,0.1259628175707408,0.0010075569152832031,
SWB1,0.09806484513578563,0.0008769035339355469,0.09968920972941948,0.0008769035339355469,
SWB2,0.10677922650467707,0.0008997917175292969,0.10642686316959069,0.0008997917175292969,
SWB4,0.10538395255294644,0.0009236335754394531,0.10264647255461327,0.0009236335754394531,
SWB3,0.144681450913541,0.0011374950408935547,0.1259628175707409,0.0011374950408935547,
SWB4,0.10538395255294644,0.0007352828979492188,0.10264647255461325,0.0007352828979492188,
SWB2,0.10677922650467707,0.0008001327514648438,0.10642686316959067,0.0008001327514648438,
SWB3,0.144681450913541,0.0009133815765380859,0.12596281757074085,0.0009133815765380859,
SWB4,0.10538395255294644,0.0011014938354492188,0.10264647255461327,0.0011014938354492188,
SWB3,0.144681450913541,0.0009667873382568359,0.1259628175707408,0.0009667873382568359,
SWB4,0.10538395255294644,0.0009834766387939453,0.1026464725546133,0.0009834766387939453,
SWB4,0.10538395255294644,0.0007193088531494141,0.10264647255461327,0.0007193088531494141,
