switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWB2,0.09090909090909091,0.0008809566497802734,0.09090909090909091,0.0008809566497802734,
SWA6,0.09090909090909091,0.0007529258728027344,0.09090909090909091,0.0007529258728027344,
SWB2,0.09090909090909091,0.0009653568267822266,0.09090909090909091,0.0009653568267822266,
SWB3,0.09090909090909091,0.0009081363677978516,0.09090909090909091,0.0009081363677978516,
SWB4,0.09090909090909091,0.0007290840148925781,0.09090909090909091,0.0007290840148925781,
SWB3,0.09090909090909091,0.0007269382476806641,0.09090909090909091,0.0007269382476806641,
SWB1,0.09090909090909091,0.000759124755859375,0.09090909090909091,0.000759124755859375,
SWB3,0.09090909090909091,0.0008680820465087891,0.09090909090909091,0.0008680820465087891,
SWB4,0.09090909090909091,0.0009031295776367188,0.09090909090909091,0.0009031295776367188,
SWB4,0.09090909090909091,0.0007102489471435547,0.09090909090909091,0.0007102489471435547,
SWB2,0.09090909090909091,0.000701904296875,0.09090909090909091,0.000701904296875,
SWB4,0.09090909090909091,0.0009744167327880859,0.09090909090909091,0.0009744167327880859,
SWB3,0.09090909090909091,0.0007014274597167969,0.09090909090909091,0.0007014274597167969,
SWB4,0.09090909090909091,0.0008552074432373047,0.09090909090909091,0.0008552074432373047,
